,anime_id,title,synopsis,genres,score,synopsis_word_count
12829,22071,Mikakunin de Shinkoukei: Mite. Are ga Watashitachi no Tomatteiru Ryokan yo.,Bundled with the first Blu-ray and DVD volume.  Hakuya wins tickets to a hot spring.,Comedy|Romance|Slice of Life,7.07,15
12830,31851,Dog Days'': Limone Resort Tenbou Onsen!,Special episode delivered to customers who pre-order all six Blu-ray and DVD volumes of .,Fantasy|Ecchi,6.54,15
12832,10390,.hack//Quantum: Sore ike! Bokura no Chimuchimu-chan!!,DVD specials for .hack//Quantum. Main girls are being very special creatures and take lessons about the anime.,Comedy|Game,6.44,17
12834,24459,Tales of Zestiria: Doushi no Yoake,TV anime special of Bandai Namco Games' role-playing game.,Fantasy,7.38,9
12837,18419,"Boku no Imouto wa ""Osaka Okan"": Uchi no Oniichan wa Tokyo Rule",Special episode bundled with the BD.,Comedy,5.75,6
12838,31424,Inyouchuu Etsu Special,Special of .,Horror|Supernatural|Hentai|Demons,5.89,3
12839,33156,Code Geass: Hangyaku no Lelouch R2 Picture Drama - Last Moratorium,A picture drama special included with the Blu-Ray release of the main series. Lelouch and friends attend Milly's graduation party.,Comedy|Slice of Life|School,6.34,20
12840,38177,Anitore! XX: Hitotsu Yane no Shita de Specials,Specials bundled with Blu-ray volume of .,Comedy|Sports|Ecchi,4.99,7
12842,7474,"Onegai☆Teacher: Marie, Ai no Gekijou","Special bundled with the DVDs. Please note that this entry doesn't include any of the official AMVs, as those don't contain any new animation.",Comedy|Drama|Romance|Sci-Fi,6.78,24
12844,9091,Ikusa Otome Suvia Special,A special included in the DVD Box set of Ikusa Otome Suvia.,Fantasy|Hentai,5.79,12
12846,33798,Cheer Danshi!! Recap,Recap of first 5 episodes of,Sports|School,5.89,6
12847,41008,Murenase! Seton Gakuen Special,Unaired episode included with volume 3 of the Blu-ray release.,Comedy|School,6.45,10
12850,21695,Pokemon XY SP: Road to Kalos,Prequel special to the Pokemon XY series.,Action|Adventure|Comedy|Fantasy|Kids,6.48,7
12852,11099,Tiger & Bunny Pilot,The pilot episode for Tiger & Bunny released on the first DVD & BD volume.,Action|Comedy|Super Power,6.2,15
12853,38963,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.: Menma e no Tegami,Special Picture Drama episode included on the Anohana Fes. Memorial DVD/Blu-ray Box,Comedy|Drama,7.15,12
12854,37973,Märchen Mädchen Specials,"Episodes 11 and 12 of , included on the sixth Blu-ray/DVD volume.",Fantasy|School,5.99,12
12857,11715,Kamisama Dolls Specials,Short episodes included in the Kamisama Dolls Blu-ray and DVD volumes.,Comedy,5.93,11
12859,34720,In Search of Axis,Polygon Pictures Inc.'s first animated work.,Avant Garde,4.17,6
12865,37031,Mahoutsukai no Yome Recap,Recap of the first 12 episodes of .,Fantasy|Slice of Life|Shounen,7.29,8
12866,34204,Hibike! Euphonium 2 Specials,Short specials included in the Blu-ray/DVD releases.,Comedy|Music|School,6.75,7
12869,33606,One Piece Film: Gold Episode 0 - 711 ver.,"A short prequel to featuring the nine Straw hat crew members on the ship, planning what to do when they arrive the Casino.",Action|Adventure|Comedy|Fantasy|Super Power|Shounen,7.22,23
12873,5072,Dragonaut: The Resonance - Kotou - Tozasareta Kyousoo,An unaired 26th episode that will be in the final DVD.,Action|Romance|Sci-Fi|Mecha|Space,6.85,11
12874,10807,Nichijou: Original Jikai Yokoku,Original next episode trailers included in the Blu-ray and DVD volumes of .,Comedy|Slice of Life|School,6.97,13
12876,15927,Carnival Phantasm: HibiChika Special,A new episode of Carnival Phantasm released on the Type-moon Fes - 10th Anniversary Event - Blu-ray.,Comedy|Supernatural,7.35,17
12877,28077,"Go! Go! 575: Meippai ni, Hajiketeru?",Special episode introducing a new character.,Slice of Life,5.52,6
12878,8438,Pokemon Ranger: Hikari no Kiseki,"Two five minute specials based on homonym games. Natsuya receives a mission from Professor Hastings to protect Pokémon and destroy the Pokémon Nappers, who poach and control wild Pokémon.",Adventure|Comedy|Fantasy|Kids,6.47,29
12883,38971,Nekomonogatari: Kuro Recap,A short recap included in the Blu-ray volume of .,Supernatural,6.91,10
12884,25439,Choboraunyopomi Gekijou Dai Ni Maku Ai Mai Mii: Mousou Catastrophe Special,Unaired episode inluded with the Blu-ray/DVD release.,Comedy|Slice of Life,5.59,7
12885,7322,Needless+: Saint Lily Gakuen no Himitsu,Saint Lily Gakuen no Himitsu episodes bundled with the Blu-ray editions.,Comedy|Ecchi|School|Seinen,6.74,11
12886,19697,Toaru Kagaku no Railgun S: Motto Marutto Railgun,specials that were released on Blu-ray and DVD volumes.,Comedy,7.09,9
12887,36756,91 Daze,"91 Daze is a series of shorts included in various disk packages. They focus around Angelo, Nero, and sometimes Corteo in various comedic situations.",Comedy|Historical,5.59,24
12888,10280,Uchuu Kaizoku Sara Special,An exclusive sequel included in the DVD Box of Uchuu Kaizoku Sara.,Sci-Fi|Hentai,7.0,12
12890,21495,Denpa Kyoushi,"Two short anime clips, produced by A-1 Pictures and serving as promotion for the manga.",Comedy|School|Shounen,6.43,15
12891,33740,Katekyo Hitman Reborn! x ēlDLIVE Special,Short anime special for and that exhibited at Akira Amano Illustration Exhibition between July 28 to August 9.,Super Power|Shounen,6.82,18
12898,19255,Hyakka Ryouran: Samurai Bride Specials,Specials included on DVDs and Blu-rays.,Comedy|Ecchi,6.6,6
12900,34855,Gabriel DropOut Specials,Specials included with the Blu-ray/DVD release of .,Comedy|Supernatural|Demons|School|Shounen,7.64,8
12903,30311,Kuroko no Basket 3rd Season NG-shuu,Animated bloopers included with the Blu-ray/DVD releases of the .,Comedy|Sports,7.74,10
12908,32625,Okusama ga Seitokaichou! OVA: Okusama Gekijou,Comedy specials bundled with DVD of the OVA.,Comedy|Shounen,6.73,8
12909,12669,Amagami SS+ Plus: Extra Episode+ Plus,Short extras of the anime included in each of the six Blu-ray volumes of Amagami SS+.,Romance,7.22,16
12910,8647,Self-Portrait,A stop motion short film by Kihachiro Kawamoto. This short film humorously shows what happens when the artist creates a being that insists on 'creating' the artist.,Comedy|Demons,4.47,27
12913,12069,Hajime no Ippo: Boxer no Kobushi,A special episode included in the DVDs. It tells how Takamura started boxing.,Comedy|Drama|Sports|Shounen,8.09,13
12914,10504,Gosick: Utsukushiki Kaibutsu wa Konton no Sen wo Shimiru,"Recap episode. The first part of the episode consists of the recap, the second part consists of some interviews with the cast.",Mystery|Historical|Shounen,7.12,22
12915,8705,Phantom: Requiem for the Phantom Picture Drama,DVD/BD specials.,Comedy,6.56,2
12916,39606,Uchi no Maid ga Uzasugiru!: Uchi no Maid wa Yappari Mou Honto Uzainda naa...,Special swimsuit-featured episode included in the fourth DVD/Blu-ray volume.,Comedy|Girls Love|Slice of Life,6.9,9
12919,37921,ReLIFE: Kanketsu-hen Specials,Two specials of released on mobile and later included on Blu-ray/DVD volume.,Slice of Life,6.91,12
12920,19029,Yuyushiki: Nyanyashiki,Specials bundled with the BD/DVD volumes.,Comedy,6.29,6
12921,35009,Berserk Recap,Recap episode of .,Action|Adventure|Drama|Fantasy|Horror|Supernatural|Demons|Military|Seinen,6.04,4
12922,39239,Sword Art Online: Alicization - Recollection,Recap of the first 18 episodes of .,Action|Adventure|Fantasy|Romance,6.77,8
12923,20919,Diabolik Lovers Recap,Recap of episodes 1-6 with new narrations.,Vampire|Shoujo,5.48,7
12925,41271,Koisuru Asteroid: Furikaeri - KiraKira Special!,Recap of first 6 episodes of .,Comedy|Slice of Life|School,6.04,7
12926,49241,Vivy: Fluorite Eye's Song - To Make Everyone Happy With My Singing,Recap of all 13 episodes of .,Action|Sci-Fi|Suspense|Music,7.32,7
12930,40405,Cop Craft: Utsukushiki Onna Kishi! Toraware no Yousei wo Oe!,Recap of the first four episodes of series from Tilarna's perspective.,Action|Fantasy|Sci-Fi|Police,5.8,11
12931,24727,Baka to Test to Shoukanjuu Ni!: Mahou Hideyoshi Hideyoshi,A short special included on the second volume of Blu-ray/DVD release.,Comedy,7.1,11
12932,17351,Mangirl!: Asobu Henshuu Girl,Unaired 14th Episode of Mangirl! that was released with the BD/DVD.,Comedy|Slice of Life,5.87,11
12933,13587,Persona 4 the Animation: No One is Alone,New episode included with the 10th blu-ray volume. The episode will adapt the true ending from the original PS2 game.,Adventure|Mystery|Sci-Fi|Supernatural|School|Super Power,7.5,20
12934,15323,One Piece: Episode of Nami - Koukaishi no Namida to Nakama no Kizuna,"A retelling of the Arlong Park arc, with new animation.",Action|Adventure|Comedy|Drama|Fantasy|Super Power|Shounen,8.11,10
12935,15811,Girls & Panzer Specials,Mini episodes bundled with Blu-rays and DVDs.,Military|School,7.21,7
12939,33170,"Kokoro ga Sakebitagatterunda. x Sony Hi-Res ""Walkman"" and Headphone",A collaboration video featuring the Sony Walkman and headphones.,Drama,5.69,9
12941,29165,Daitoshokan no Hitsujikai Picture Drama,"Picture Drama episodes bundled with the Blu-ray/DVD Volumes.  Sakuraba tries to draw Shirasaki, and things take a turn for the ecchi.",Comedy|Ecchi,6.27,21
12944,1109,Monster Extra: Hottan,"Recap of the first 17 episodes of , airing between episodes 24 and 25 of the TV series.",Drama|Mystery|Suspense|Psychological|Seinen,6.66,18
12945,5978,Kannagi: Moshimo Kannagi ga Attara...,Unaired episode included in DVD Vol.7.  In this episode they attempt to make a movie with some money they found lying on the ground.,Comedy|Supernatural|School|Shounen,7.07,24
12946,34165,Oishi-sa Hajikeru! One Piece,A collaboration between Fanta and . The first episode features Luffy and Chopper rapping with Fanta Grape and Fanta Orange respectively in hand.,Music,6.2,23
12947,22859,Takanashi Rikka Kai: Chuunibyou demo Koi ga Shitai! Movie Lite,Special episode included with the Blu-ray/DVD release of Chuunibyou demo Koi ga Shitai! Movie.,Comedy,7.2,14
12948,3354,Zombie-Loan Specials,The series was originally planned to be 20+ episodes but was cut short due to unknown circumstances. These specials released on the 7th DVD volume continue the story.,Action|Horror|Supernatural|Shounen,7.04,28
12949,36032,Air Recap,"A recap of . It was also included on its own DVD release, separate from the original show's DVD/BD releases.",Drama|Romance|Supernatural,6.24,20
12951,5764,Zero no Tsukaima: Princesses no Rondo - Yuuwaku no Sunahama,DVD beach episode of Zero no Tsukaima: Princesses no Rondo. Also known as episode #6.5.,Comedy|Fantasy|Ecchi|Harem,7.28,15
12952,31797,"Ore ga Ojousama Gakkou ni ""Shomin Sample"" Toshite Gets♥Sareta Ken Specials",short anime specials bundled with the Blu-ray and DVD releases of .,Comedy|Romance|Ecchi|Harem|School,6.5,12
12954,22335,Teekyuu 3 Specials,Short specials included in the BD release.,Comedy|Sports|School|Shounen,6.5,7
12959,32410,Dimension W: W no Tobira Online - Rose no Onayami Soudanshitsu,Short specials included in the Blu-ray releases of .,Sci-Fi|Seinen,5.7,9
12960,22125,Kuroko no Basket: Mou Ikkai Yarimasen ka,"Bundled with the 6 Blu-ray/DVD. It will adapt the 124th chapter of the manga, which depicts when Kuroko and Aomine first met.",Comedy|Sports|School|Shounen,7.62,22
12961,6234,True Tears: Mini Chara 4-koma Gekijou,30-second sketches/omakes based around the events of the TV series with little twists.,Comedy|Parody|School,6.34,13
12964,36241,One Piece Film: Gold - Cine Mike Popcorn Kokuchi,A TV collaboration between and TOHO Cinemas for the latter's grilled corn flavored popcorn being made for the former's nationwide film release.,Fantasy|Shounen,6.41,22
12966,32730,Love Live! x Watering KissMint Collaboration CM,A Collaboration Commercial for Glico's Watering KissMint chewing gum with characters from Love Live! School Idol Project.,Music,6.63,17
12967,37139,Koyomi History,Adaptation of Koyomi History short story released on Madogatari Blu-ray.,Comedy,6.65,10
12968,40712,Azur Lane Recap,Recap of the first six episodes of narrated by Enterprise.,Action|Sci-Fi|Military,5.93,10
12970,37505,Grancrest Senki: Tsuisou,A recap of major events and notable characters from the first 11 episode of .,Action|Fantasy,6.58,15
12972,25897,Love Live! School Idol Project: μ's →NEXT LoveLive! 2014 - Endless Parade Makuai Drama,"Bonus included in a Blu-ray/DVD disc of μ's live concert that took place in Saitama Super Arena on February 8th and 9th, 2014.",Comedy,6.78,23
12973,32886,Anitore! EX: Jigoku no Training,Special episodes bundled with Blu-ray volume of .,Sports,5.24,8
12977,45604,Jaku-Chara Tomozaki-kun Specials,Included with the third and fourth volumes of the Blu-ray/DVD volumes.,Drama|Romance|School,6.67,11
12979,24475,Mangaka-san to Assistant-san to The Animation Specials,Specials released with the Blu-ray/DVD volumes.,Comedy|Slice of Life|Ecchi|Harem|Seinen,7.2,6
12983,31096,Hibike! Euphonium: Suisougaku-bu no Nichijou,Short specials included in the Blu-ray/DVD releases.,Comedy|Music|School,6.82,7
12986,2615,Otome wa Boku ni Koishiteru Special,"Special DVD episode combining the storyline of Cinderella and Snow White (chibi style) with the ""Otome wa Boku ni Koishiteru"" cast.",Comedy|Romance|School,6.67,21
12990,31014,Aru Zombie Shoujo no Sainan,"Promotional video for an anime adaptation of the novel series. Though uploaded in July 2012, the proposed adaptation never came to fruition.",Action|Horror,4.76,22
12991,42364,Re:Zero kara Hajimeru Break Time 2nd Season,A series of comedic shorts featuring chibi versions of the characters of the main show.,Adventure|Comedy|Fantasy|Parody,7.32,15
12992,35418,Sin: Nanatsu no Taizai Zange-roku Specials,Unaired episodes 13 to 19 of included on BD/DVD releases.,Fantasy|Ecchi,5.95,10
12993,21201,Teekyuu 2 Specials,Short specials included in the Blu-ray release.,Comedy|Sports|School|Shounen,6.5,7
12994,15895,Hiyokoi (2012),Three episodes aired on TV as part of the Ribon x Oha Suta specials.,Romance|School|Shoujo,6.74,14
12999,4469,.hack//G.U. Trilogy: Parody Mode,A special bonus Parody Mode added to the extras of the .hack//G.U. Trilogy,Comedy|Fantasy|Sci-Fi|Game|Parody,6.44,13
13000,30902,Yuru Yuri Nachuyachumi!+,Extra episodes of,Comedy|Girls Love|Slice of Life,7.79,3
13002,28227,White Album 2 Picture Drama,Two picture drama episodes included in the last Blu-ray volume of the TV series.,Drama|Ecchi,5.99,14
13003,31754,Aoharu x Kikanjuu: Kemono-tachi no Senjou da na!,Unaired episode 13 of bundled with BD/DVD volume 6.,Action|Comedy|Shounen,7.22,9
13004,9203,K-On!!: Ura-On!!,"Extra short anime ""Ura-On!!"" included in the limited edition of the K-ON!! Blu-ray.",Comedy,6.56,13
13006,27613,Selector Infected WIXOSS: Midoriko-san to Piruruku-tan,Specials included in the Blu-ray/DVD volumes of .,Comedy,5.91,8
13008,13669,Owari no Chronicle,"April Fools' Day announcement of a purported anime adaptation of , the prequel light novel series to .",Action|Adventure|Fantasy|Sci-Fi,5.07,18
13010,18045,Koi to Senkyo to Chocolate: Koi Imouto!,Unaired 13th episode released on the 7th DVD/BD.,Drama|Romance|School,6.86,8
13012,36833,Fate/kaleid liner Prisma☆Illya Movie: Sekka no Chikai - Kuro Sakura no Heya,Included with the limited edition BD of .,Slice of Life|Parody,6.76,8
13015,13855,Queen's Blade: Rebellion Specials,Specials included in the Blu-ray/DVD volumes. Each special will be about a different character.,Ecchi,6.11,14
13016,4353,Gakuen Heaven: Hamu Hamu Heaven,Specials from the Gakuen Heaven DVDs.,Comedy,6.68,6
13017,16508,Ebiten: Kouritsu Ebisugawa Koukou Tenmonbu Specials,BD/DVD specials.,Comedy|Ecchi|Parody|School|Shounen,5.95,2
13021,31918,Owaranai Seraph: Nagoya-hen,Specials included in the Blu-ray and DVD releases.,Comedy|Parody|Shounen,7.36,8
13022,13183,Fate/Zero Remix,"Two recap specials titled ""Fate/Zero Remix I"" and ""Fate/Zero Remix II"" serve to summarize the first 13 episodes of Fate/Zero.",Action|Fantasy|Supernatural,7.06,20
13023,39480,Shinmai Maou no Testament Departures: Maria no Hizou Eizou,A special included on the Blu-ray/DVD volume. Super deformed versions of Mio and Maria narrate Basara's various erotic encounters.,Ecchi|Demons|Harem|Parody,6.82,19
13026,30745,Kyoukai no Kanata Movie: I'll Be Here - Kako-hen - Yakusoku no Kizuna,Music video from Blu-ray/DVD.,Music,7.89,4
13028,27633,Gekkan Shoujo Nozaki-kun Specials,Specials bundled with the Blu-ray/DVDs.,Comedy|Romance|School,7.72,5
13031,19945,Zoku Natsume Yuujinchou: 3D Nyanko-sensei Gekijou,Short 3D Nyanko-sensei animations bundled on BD/DVD's of the Zoku Natsume Yuujinchou series.,Comedy,5.05,13
13035,34884,Keijo!!!!!!!! Specials,Specials bundled with the DVD/BD release of the main series.,Comedy|Sports|Ecchi|Shounen,6.49,10
13036,4827,_Summer Specials,Short specials involving the characters from the main series.,Harem,5.29,9
13038,42685,Dokyuu Hentai HxEros: HxEros Report,Recap of the first seven episodes of,Action|Comedy|Supernatural|Ecchi|School|Shounen,5.91,7
13039,33457,Gakuen Handsome Special,Unaired episode 12.5 included with the Blu-ray Disc/DVD release.,Boys Love|Comedy|Parody|School,5.45,9
13042,17743,"Maoyuu Maou Yuusha: Kono Monogatari wa, Daniku dake Dewanai no Ja!",A recap of episodes 1-9 of Maoyuu Maou Yuusha.,Adventure|Fantasy|Romance|Demons,6.77,9
13043,8211,Dance in the Vampire Bund: Special Edition,A Dance in the Vampire Bund recap episode featuring re-edited footage from the first 7 episodes.,Action|Supernatural|Vampire,6.57,16
13044,6361,ef: A Tale of Memories. - Prologue,"The prologue for ef - a tale of memories, released on a separate DVD two months before the premiere of the TV series.",Drama|Music,7.09,23
13046,37103,Danganronpa 3: Monokuma Gekijou,skits included in the Blu-ray Box Sets.,Comedy|Parody,7.09,7
13050,43555,Dr. Stone: Stone Wars - Kaisen Zenya Special Eizou,A recap episode with additional scenes which was screened on Jump's official YouTube channel for Jump Special Anime Festa 2020.,Adventure|Sci-Fi|Shounen,7.18,20
13051,16199,Girls & Panzer: Shoukai Shimasu!,"Specials aired between episodes five and six and episodes ten and eleven, both recapitulation episodes.",Military|School,6.67,15
13052,11083,Nurarihyon no Mago: Sennen Makyou Recaps,Like the first series Nurarihyon no Mago: Sennen Makyou will have two recap episodes.,Action|Supernatural|Demons|Shounen,6.72,14
13054,8837,Taimanin Asagi Special,Side story of .,Action|Supernatural|Hentai|Demons|Martial Arts,6.41,4
13058,38958,Manga de Wakaru! Fate/Grand Order,"A short anime based on by Riyo. Aired during Fate Project Year End 2018, and is also available on YouTube.",Comedy,7.7,20
13060,30214,A Smart Experiment,"Bonus short included on the ""Atsushi Wada Works 2002-2010"" DVD.",Avant Garde,3.54,10
13061,10638,Denpa Onna to Seishun Otoko: Mayonaka no Taiyou,Episode 13 of Denpa Onna to Seishun Otoko released on Blu-ray & DVD.,Comedy|Sci-Fi,7.3,13
13063,30206,Amagi Brilliant Park: Nonbirishiteiru Hima ga Nai!,Unaired episode bundled with the seventh Blu-ray and DVD volume of .,Comedy|Fantasy,7.23,12
13067,7375,Shakugan no Shana-tan S,Shana-tan specials bundled with the Blu-ray and DVD.   #1: Shakugan no Shana-tan G #2: Shakugan no Shana-tan 2dos #3: Shakugan no Shana-tan 3tri #4: Shakugan no Shana-tan FRONTIER,Comedy|Parody,6.9,28
13068,12673,Papa no Iukoto wo Kikinasai!: Pokkapoka,Unaired episode included in the fifth Blu-ray and fourth DVD volume.,Comedy|Romance|Slice of Life,7.2,11
13070,50475,86 Part 2 Recaps,Recap episodes of Part 2.,Action|Drama|Sci-Fi|Mecha|Military,6.54,5
13072,23363,Ore no Imouto ga Konnani Kawaii Wake ga Nai.: Ore no Imouto ga Konnani Eroge na Wake Nai,Gal game animation special included in DVD/Blu-ray Vol.8.,Comedy|Romance,6.5,8
13073,17813,Kyoto Animation: Megane-hen,Kyoto Animation commercial for the light novel series .,Supernatural,6.31,9
13075,6896,Pandora Hearts Omake,Pandora Hearts DVD shorts.,Comedy,7.39,4
13077,31035,Inferno Cop Specials,"Three special episodes of . The first features cameos of characters from The third episode involves Inferno Cop traveling to New Jersey, where he comes across Donald Trump.",Action|Comedy,6.03,28
13078,25861,Inugami-san to Nekoyama-san: Nekoyama-san to Onsen Ryokou,Unaired episode bundled with the Blu-ray/DVD Box-Set.,Comedy|Girls Love|School,6.46,7
13083,36240,Scratch x One Piece Film: Gold,A TV collaboration between and Takarakuji the nationwide lottery system in Japan. The commercial is promoting lottery scratch cards with One Piece designs on them.,Fantasy|Shounen,6.43,25
13084,29223,Aldnoah.Zero Extra Archives,Recap of the first season of series.,Action|Sci-Fi|Mecha,6.76,7
13086,39705,One Punch Man 2nd Season Specials,Short anime specials included in the BD & DVD.,Action|Comedy|Sci-Fi|Supernatural|Parody|Super Power,7.39,9
13087,10391,Kuragehime: Soreike! Amars Tankentai,The Amars go on an adventure in the forest.,Adventure|Comedy|Josei,5.61,9
13090,34647,3-gatsu no Lion Recap,Recap of the first 11 episodes of .,Drama,6.7,8
13092,22673,Kuroko no Basket 2nd Season NG-shuu,"Animated bloopers, based on the extra section of the original manga series, included with the BD/DVD series for Kuroko no Basket Second Season (both limited and normal editions).",Comedy|Sports,7.76,28
13094,23447,"Ano Natsu de Matteru: Bokutachi wa Koukou Saigo no Natsu wo Sugoshinagara, Ano Natsu de Matteiru.",Special episode included in the Blu-ray Box of .,Comedy|Drama|Romance|Sci-Fi|Slice of Life,7.19,9
13095,19431,Gokujo.: Souda Onsen ni Ikou!!,Unaired ep.13 included on BD/DVD.,Comedy|Girls Love|Ecchi,5.93,5
13096,21235,Imanara Maniau! Log Horizon,"Recap of the first six episodes of Log Horizon, aired between episode 6-7.",Action|Adventure|Fantasy|Shounen,6.8,13
13097,41194,Darwin's Game: Log Line,Recap of the first 4 episodes of .,Action|Mystery|Shounen,6.54,8
13098,29129,Ookami Shoujo to Kuro Ouji Recap,Recap of TV series.,Comedy|Romance|School|Shoujo,6.87,4
13101,30813,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e,Promotion video for Shougo Kinugasa and Shunsaku Tomose's light novel .,Comedy|Romance|School,7.03,11
13102,2237,Rozen Maiden: Meitantei Kunkun - Duell Walzer,Extra animation from the PS2 game.,Comedy|Mystery,6.54,6
13106,35602,Tsuki ga Kirei: Michinori,Recap of the first six episodes of .,Romance|School,6.64,8
13108,49318,Tensei shitara Slime Datta Ken 2nd Season: Kanwa - Veldora Nikki 2,Recap of .,Action|Adventure|Comedy|Fantasy|Demons,7.09,3
13110,9591,Code Geass: Hangyaku no Lelouch R2 Omake Flash,9 flash anime specials included in the Code Geass R2 DVDs and BDs.,Parody,5.84,13
13111,27891,Sword Art Online II: Debriefing,"Recap episode of the Phantom Bullet arc, also known as Episode 14.5.",Action|Adventure|Fantasy|Game,6.65,12
13112,19845,Ore no Imouto ga Konnani Kawaii Wake ga Nai.: SD Chara ni Yoru Short Movie,"Short specials featuring chibi versions of OreImo characters, included on the first limited editions of the OreImo Season 2 BD/DVD volumes.",Comedy,6.58,21
13113,7453,AIKa Zero Picture Drama,Short specials added to DVDs and Blu-rays.,Ecchi,5.56,7
13114,31448,Yoku Wakaru Mahouka! - Saiseitte Nani?,Extra episode of included in the BD/DVD.,Comedy,6.43,7
13115,15891,Zekkyou Gakkyuu,Three episodes aired on TV as part of the Ribon x Oha Suta specials.,Supernatural|Shoujo,5.29,14
13116,13859,Accel World: Acchel World.,Spin-off of included on the anime Blu-ray/DVDs.,Comedy|Sci-Fi,6.22,7
13117,30056,Amagi Brilliant Park: Wakuwaku Mini Theater - Rakugaki Backstage,Mini-theater specials bundled with Blu-ray/DVD volumes of Amagi Brilliant Park.,Comedy,6.64,10
13120,6385,Pokemon: Yadoking no Ichinichi,It consists of nothing but Pokémon-speak--similar to the mini-movies that air with each theatrical movie. It's a short special based on life of the Pokémon Slowking.,Fantasy|Kids,6.15,26
13121,36524,Dies Irae: Reimei,Episode 0 of .,Action|Super Power,5.33,4
13124,33456,Fate/kaleid liner Prisma☆Illya 3rei!! Specials,Specials included with the BD/DVD releases.,Comedy|Ecchi,6.71,6
13129,9362,Hyakka Ryouran: Samurai Girls Specials,Special episodes added to DVDs and Blu-rays.,Ecchi,6.63,7
13131,15951,Amagami SS+ Plus Picture Drama,Picture Dramas from the DVD/BD Vol.7.,Romance,6.57,6
13133,31244,Makura no Danshi: Sono Ato no Makura no Danshi,Unaired episode bundled with the DVD.,Slice of Life,4.59,6
13135,36616,Mob Psycho 100: Reigen - Shirarezaru Kiseki no Reinouryokusha,A summary episode of which features commentary from Reigen Arataka.,Action|Comedy|Slice of Life|Supernatural,7.32,10
13136,23781,Blade & Soul Specials,Short specials (featuring the chibi forms of the characters) included in the Blu-rays and DVDs.,Comedy,5.77,15
13138,15487,Kuroko no Basket NG-shuu,"Animated bloopers, based on the extra section of the original manga series, included with the BD/DVD series for Kuroko no Basket (both limited and normal editions).",Comedy|Sports|School|Shounen,7.69,26
13140,39397,Ore ga Suki nano wa Imouto dakedo Imouto ja Nai Specials,"Special episodes bundled on the first 2 BD/DVD of the anime ""Ore ga Suki nano wa Imouto dakedo Imouto ja Nai"".",Comedy|Ecchi|Harem,5.58,21
13141,9355,Sekirei: Pure Engagement Episode 0,"Episode 0, consisting of two subepisodes: ""Sekirei Shindan"" (鶺鴒診断) and ""Sekirei Yoka"" (鶺鴒余暇), of included on the first DVD/BD volume.",Comedy|Ecchi|Harem,7.23,20
13142,20909,Kyoukai no Kanata: Mini Gekijou,Short mini-theater specials included in the BD/DVD volumes.,Slice of Life|Supernatural,6.91,8
13143,24991,No Game No Life Specials,Picture drama specials included on the Blu-ray/DVD volumes.,Fantasy|Ecchi|Game,6.77,8
13145,29998,Asobi ni Iku yo!: Asobi ni Oide - Owari,Short special bundled with Asobi ni Iku yo! Asobi ni Oide OVA.,Comedy,6.31,12
13147,45753,Tensei shitara Slime Datta Ken: Kanwa - Hinata Sakaguchi,A summary of season one of with some extra content leading into season two.,Action|Adventure|Comedy|Fantasy|Demons,6.71,14
13148,12447,Ben-To Picture Drama,Picture dramas from the DVD/BDs.,Comedy,6.14,5
13152,16916,Kuroko no Basket: Tip Off,"Episode 22.5 bundled with BD/DVD volume 8.  The episode covers Kuroko's past, when he was part of the ""Generation of Miracles.""",Comedy|Sports|School|Shounen,7.83,21
13153,6479,Candy Boy Episode: EX02 - Shiawase Kyouyuu Riron,Final episode (designated as Episode 8) of Candy Boy which came with DVD volume 2.  The episode centres around a day at the pool.,Girls Love|Romance|Slice of Life,6.76,24
13157,37408,Taishou Mebiusline: Chicchai-san - You and I,Special episode of .,Boys Love|Historical,4.79,4
13158,28531,Ai Tenchi Muyou! Recaps,Recap episodes of,Comedy|Sci-Fi|Shounen,5.37,3
13163,7728,Hellsing: Psalm of the Darkness,Special that can be found on DVD. Contains animation not reused in the TV series.,Action|Supernatural|Vampire|Seinen,6.99,15
13165,37504,Mob Psycho Mini,Specials bundled with the Blu-ray volumes of .,Comedy,6.46,8
13166,15291,Hyakujitsu no Bara: Jinginaki Nikukyuu-hen,Specials included in the OVA of Hyakujitsu no Bara.,Boys Love|Erotica|Parody,6.71,9
13169,13677,Ao no Exorcist Movie Special,A collaboration between Blue Exorcist and Kakko Kawaii Sengen.,Comedy|Parody,6.88,9
13170,7740,Queen's Blade: Gyokuza wo Tsugu Mono Specials,Special episodes added to DVDs and Blu-rays.,Action|Adventure|Fantasy|Ecchi,6.16,7
13171,8023,Toaru Kagaku no Railgun: Motto Marutto Railgun,Toaru Kagaku no Railgun specials that were released on the 1st and 5th Blu-ray and DVD volumes.,Comedy,6.88,17
13173,20557,11eyes Picture Drama,Picture drama specials included on the seventh BD volume of the 11eyes series.  The stories focused on the Black Knights with jokes.,Comedy,5.4,22
13174,43683,Boku no Hero Academia the Movie 2: Heroes:Rising - Epilogue Plus - Yume wo Genjitsu ni,"A picture drama epilogue to the film , bundled with the BD/DVD release.",Comedy,7.62,13
13175,9731,Nurarihyon no Mago Recaps,Nurarihyon no Mago Recaps.,Action|Supernatural|Demons|Shounen,6.38,4
13178,30262,Okane ga Nai Specials,Short specials included with the DVD's of series.,Boys Love|Comedy|Romance|Erotica,5.97,8
