,synopsis,true_genres,predicted_genres
801,"Japan-based confectionery company Lotte opened a special site to celebrate the 70th anniversary since its founding in 1948. The centerpiece of the commemorative website is a new animated musical short featuring the song ""Shinesekai"" (New World) by the band Bump of Chicken.  The video centers on a middle school boy-meets-high school girl scenario. They are surrounded by a wide range of characters who are all ""spirits"" of various Lotte snacks, such as a men's singing group representing Ghana chocolate bars and, well, Koalas representing Koala March.","['Music', 'Romance']",['Music']
802,An animated commercial produced by Production I.G to advertise Shogakukan's manga series of the same name.,['Action'],[]
803,"Robot Girls Z+, the new Robot Girls Z anime, will be six monthly shorts that will debut next spring. The protagonists of Team Z will appear in the new shorts, along with the reformed Team G, Team LOD, Team Gou, and characters that first appeared in the franchise's online game. The new shorts' story will be based two classic ""Toei Manga Matsuri"" films, Great Mazinger tai Getter Robo (Great Mazinger Vs. Getter Robo) and Great Mazinger tai Getter Robo G - Kuuchuu Dai-Gekitotsu (Great Mazinger Vs. Getter Robo G - The Great Space Encounter).","['Comedy', 'Mecha']","['Comedy', 'Kids', 'Shounen']"
804,"Yoshihito, a 23-year-old man who has no job or girlfriend. In order to make ends meet he rents out one of the rooms in his house. While he's showing Lily, his first tenant, around the house, she's suddenly attacked by a vampire named Vivian, and Yoshihito notices that Lily is actually a werewolf. As Yoshihito and Lily start living in the same house, Yoshihito is scouted for an organization that maintains order of the parallel universes, and strange creatures one after another become tenants in his house.",['Supernatural'],"['Comedy', 'Seinen', 'Shounen', 'Super Power', 'Supernatural']"
805,A Calpis (Calpico in the US) commissioned short about the history of the company and how their product is made today. A few scenes use live-action footage. The short is animated by Takaharu Shimizu who used a Rube Goldberg style of story telling.,['Historical'],['Kids']
806,"There was a rumour among the young people in Harajuku, Tokyo. There is a place called Ura-Harajuku somewhere in Harajuku, and it seems that there is a shop run by a witch. The witch's name is Nina. A young witch with a chameleon and a pig fulfills the secret wishes of her guests. Her method is to invite her to a mysterious space and look into the ""real feelings"" deep inside her heart. Customers are sometimes excited, sometimes hurt, and make their own choices to fulfill their wishes.","['Slice of Life', 'Supernatural']",[]
807,"Continuing his masquerade as the deranged lunatic from the Lanling Jin Clan, Wei Wuxian resides in the Cloud Recesses while his former cultivation classmate, Lan Wangji, searches for answers about the demonic severed arm they have in custody. With an overwhelming dark energy emanating from the arm, the two are forced to work together in order to keep it contained. However, the demonic arm is not the only dark force lurking in the region, and as spiritual tensions rise in the mountains of the Gusu Lan Clan, it is up to the two of them to try and restore the natural order.  The story of Wei Wuxian's fall from grace continues as more light is shed on his descent into the path of demonic cultivation. The demonic arm only further strains his mischievous spirit. This is the time for him to prove that he has truly broken free from the forbidden path and is not the maniacal sorcerer that everyone remembers him to be.","['Action', 'Historical', 'Mystery', 'Supernatural']","['Action', 'Fantasy', 'Seinen', 'Shounen', 'Super Power', 'Supernatural']"
808,"When Ha Eun takes shelter from a sudden downpour, she runs into someone she recognizes as her classmate. She greets him but is met by a cold shoulder, his curt replies shutting down her other attempts at conversing with him. When the awning above Ha Eun tears apart, she takes cover under the boy's umbrella and accidentally hugs him. Abashed and still annoyed, Ha Eun apologizes as the boy boards his bus.  As luck may have it, the two meet again when Ha Eun's university friend, Yeo Reum, invites both of them for dinner. The classmateis introduced as Yeon Woo and turns out to be Yeo Reum's childhood friend. After several drinks, another friend of Yeo Reum escorts him back home, leaving Ha Eun and Yeon Woo alone. The two share an intimate moment devoid of words. Will this be the first of many?","['Romance', 'Slice of Life']","['Drama', 'Romance', 'Seinen', 'Slice of Life']"
809,"The short takes place at the KDDI R&D laboratory, where scientists are creating a telephone that can call the future, but an incident occurs when they are using the phone.",['Sci-Fi'],['Kids']
810,"2017 April Fools' Day event where Nitro+ mascot Super Sonico is becoming an Ultraman-esque superhero, ""Ultrasonico.""",['Super Power'],"['Action', 'Comedy', 'Seinen', 'Shounen', 'Super Power']"
811,"Shen Yuan has read enough xianxia novels to know that the protagonist will somehow cultivate the demonic path, take revenge on his scumbag master, and gain a massive harem along the way. So when he unexpectedly transmigrates into the world of Proud Immortal Demon Way, he knows exactly how the story is going to proceed. However, he does not get to play the role of the protagonist, but instead he becomes the scumbag master destined to suffer a humiliating defeat.  Shen Yuan, now known as cultivation master Shen Qingqiu, makes it his mission to change his fate so that he does not fall to his disciple, Luo Binghe, the protagonist of the novel. Trying to break away from the cruel personality of the original Shen Qingqiu seems impossible as any uncharacteristic behavior is blocked by a monitoring system meant to keep him from derailing the plot.  Shen Yuan must find a way to befriend Luo Binghe so that he has no reason to seek revenge on his teacher in the future. But with the set series of tragedies meant to befall the protagonist at the hands of Shen Qingqiu, this teacher has his work cut out for him.","['Drama', 'Historical', 'Supernatural']","['Drama', 'Fantasy', 'Historical', 'Seinen', 'Supernatural']"
812,"The show follows Gorou, a 24-year-old man who dreams of becoming the greatest Condom Battler. His go-to weapon is a 0.01 mm condom which he loads into an arm dispenser, and it opens to reveal a red rubbery armor that Gorou wears in battle. It also gives the hero the ability to summon sperm and created an attack out of the sticky substance.  There are other characters in the anime like Miku and Hayato who duel using their own condoms. The anime is filled with absurd dialogue and fights, but these heroes always make sure to teach a sex education lesson along the way.",['Action'],"['Comedy', 'Shounen']"
813,"On the surface, high school students Naomi Katagaki and Ruri Ichigyou seem to be polar opposites. In contrast to Naomi's shy and timid personality, Ruri strikes fear in her classmates due to being rather cold and outspoken. Nevertheless, both Naomi and Ruri nourish a strong passion for reading, which gradually draws the two closer.  As Naomi spends more time with Ruri, he discovers that she has a sweet side and is not as intimidating as everyone thinks. Subsequently, he develops genuine feelings for Ruri and decides to confess his love to her, which she happily reciprocates.  However, their wholehearted relationship is disrupted when Ruri gets struck by lightning, causing her to enter a coma. Wanting to see her smile again, Naomi resolves to return Ruri to her everyday life—no matter how great the lengths he must stride are.",['Sci-Fi'],"['Comedy', 'Drama', 'Romance', 'School', 'Seinen', 'Slice of Life']"
814,"Kozue is a girl who loves astronomy, particularly the stars. One night, on an excursion to witness a meteorite, she meets Ginga, a boy who is able to help scientists discover more information about the stars through a mysterious ability of his. However, he is forced to stay in a protective suit in order to carry out his mission. Because of this, Kozue decides to convince Ginga to make his own decisions & to take off the suit using his own will.","['Romance', 'Sci-Fi']","['Comedy', 'Drama', 'Seinen']"
815,Gordon is a famous detective from England providing input on a murder during a dinner party.,"['Comedy', 'Mystery']","['Comedy', 'Mystery', 'Seinen', 'Shounen', 'Super Power']"
816,"Ever since he was a kid, women have bullied Boku, which marks him so that he stays stuck in the past and becomes unable to move on with his life. One day, his childhood crush, Kasumi, invites him to her wedding. As he watches everyone around him lead a happy adult life, Boku realizes he has been left behind, causing him to wish he could start his life all over again.  Somehow, this desire comes true, and he ends up traveling back in time to his preteen days. He soon meets Sera Narumiya, his past neighbor, who frequently harassed him throughout his school days. Given an opportunity to redo his life, Boku decides to confront his past problems, but now with the mentality of an adult—this includes, of course, a more sexual approach when dealing with troublesome women.",['School'],"['Comedy', 'Drama', 'Romance', 'School', 'Seinen', 'Shounen']"
817,"Published on SEGA's website in November of 2008, Sonic: Night of the Werehog is an ONA made to promote the release of Sonic World Adventure, also known as Sonic Unleashed in North America and Europe.  Sonic and Chip venture to an abandoned haunted house on a rainy night, soon to be caught up in the antics of two mischievous ghosts, who scare any of the house's visitors in order to take their picture and impress the ghost girl who lives there with them. Though they succeed in scaring Chip out of his wits, the two can't seem to make Sonic bat an eye at them. Furious, the two band together in order to get the best of Sonic; will he be able to put a stop to the duo with a little help from the full moon?",['Action'],"['Adventure', 'Comedy', 'Fantasy', 'Kids', 'Shounen', 'Super Power']"
818,"Once upon a time, a girl was brutally murdered. Stabbed mercilessly and left for dead, she never received justice and her sadistic killer got away. That was until, through supernatural and unknown forces, she was brought back to life—as a zombie! Powerful, relentless, and hungry, Dead Girl is out for revenge!",['Supernatural'],"['Action', 'Seinen', 'Shounen', 'Super Power', 'Supernatural']"
819,"Asuka is a cute and clueless high school girl who habitually does things, in all innocence, that seem sexually suggestive to the men around her. Each chapter in ""Today's Asuka Show"" features a different awkward situation.","['Comedy', 'Seinen']","['Comedy', 'Romance', 'School', 'Seinen']"
820,"In , Shishido takes us on a journey through the uncertainty and excitement of young love and homoerotic love. These gentle films quiver with sexual tension, which is linked to the natural world: trees reflecting on the surface of a pond, butterflies fluttering in the breeze.","['Romance', 'Slice of Life', 'Sports']","['Drama', 'Seinen', 'Slice of Life']"
821,"The Mutou family leads a peaceful life: Kouichirou works at a construction site and his wife Mari is returning from an overseas trip. Their daughter Ayumu has just finished her track practice while their son Gou is playing video games at home. However, life as they know it is flipped upside down when a calamitous earthquake strikes the entire Japanese archipelago—obliterating the face of the country in an instant.  With society crumbling around them and their nation gradually sinking into the ocean, the Mutou family must band together to survive the catastrophe. Treading the near-apocalyptic setting, they struggle not only to stay alive, but also to learn the difficulty of coping with loss.","['Drama', 'Sci-Fi']","['Drama', 'Seinen']"
822,"A traffic safety film starring a kyonshii, known as a Chinese hopping vampire/zombie (natively called jianshi in Chinese but kyonshii in Japan). Kyonshii horror films were popular in the late 80s.","['Kids', 'Supernatural']","['Comedy', 'Seinen', 'Supernatural']"
823,"Anne Sullivan is the woman who became a tutor for Helen Keller, a girl who was deaf, dumb, and blind. Anne decides to be her tutor to give Helen joy of life, no matter how little. She stays with Helen all the time and dedicates herself to Helen's education. However, things doesn't go as well as she expects and she has a very difficult time day to day. On the other side, she has hope, and teaches braille to Helen. One summer’s day, Helen was given well water in her hand, and finally she understood the meaning of the word 'Water'.","['Historical', 'Kids']","['Drama', 'Historical', 'Kids', 'Seinen', 'Slice of Life']"
824,Based on the classic children's book. An elderly man goes to the mountains to look for charcoal. There he finds 2 bear cubs which show him where there were delicious autumn chestnuts and mushrooms. He then is able to meet up with the cubs' mother--a bear he once rescued from a bear trap a long time ago. He then helps the family out by giving them some fattening cow's milks so that they will survive the impending winter. The moral of the story is that man and animal should live in symbiosis.,"['Drama', 'Kids']","['Drama', 'Historical', 'Kids']"
825,"Two anthology releases of 13 short stories, based on originals by Seizo Watase. As with other adaptations of Watase's work, they are set to music-stories here include: Ashes of Love, White Fish/Blue Fish, Dance on the Sands, Glider, Handbag Mirror, Blue Snow, Living in the World, etc.","['Music', 'Romance']","['Drama', 'Music', 'Seinen', 'Slice of Life']"
826,Ten-year-old Kyoshi watches as a tramp transforms himself into a rich imposter at a stand-up bar in the Tamanoi district. Amusing tales from prewar Tokyo based on the 1968 autobiographical manga and written by Yu Takita for the alternative magazine .,['Historical'],"['Comedy', 'Seinen', 'Slice of Life']"
827,"An educational film about the A-Bomb Dome, which is currently a UNESCO World Heritage Site as a Hiroshima Peace Memorial.","['Drama', 'Historical']","['Historical', 'Kids']"
828,"The central character is a 7 year old girl called Sachiko.She has just lost her immediate family in the firebombing of Tokyo and takes the train to her uncle’s family in Kumagaya in Saitama Prefecture.She is not out of danger yet, for the train gets shot at by a plane along the journey.Her uncle meets her at the station and he and his whole family welcome her with open arms.With her cousins, Sachiko explores the beauty of the natural landscape around Kumagaya.  Sadly, these beautiful days of late summer are not to last.The final movement of the film depicts the final air raid of the war.The city descends into fear and chaos and Sachiko gets separated from her family with tragic results.","['Drama', 'Historical']","['Drama', 'Historical', 'Seinen']"
829,"Ayako suffers from autism, and all kids in the class mock her except for Yuri - the only girl who shows some kindness towards her. Greatly appreciating that, Ayako gives Yuri a present - a beaded bracelet.  Later, the school is preparing for the summer cultural festival, and Ayako's present inspires Yuri with an idea to make a decoration for one of the school's exterior walls - a giant picture made of ropes beaded with empty cans of different colours. All kids including Ayako then gather empty cans from all around the city and start creating the picture. However, the day before the festival is scheduled to open a typhoon hits the city, threatening to ruin the kids' hard work.","['Drama', 'Kids']",['Slice of Life']
830,"An educational Sore Ike! Anpanman OVA. The classic characters Anpanman and Baikinman help ""N"" get back to Hiragana Land to find his place there. While there, they enjoy lots of things found in Hiragana Land.","['Fantasy', 'Kids']","['Comedy', 'Fantasy', 'Kids']"
831,It's Halloween and Tuxedo Sam gets scared by ghosts. He tries to overcome his fears with his friends.,"['Kids', 'Supernatural']",['Kids']
832,"It is a summer night. From the ""firefly inn"" on the banks of the stream, as the grown fireflies danced, they flew to the night sky one after another.  But only one remains still. It could not fly because the wings were deformed at birth.  Fellow fireflies narrowed their wisdom and succeeded in having it climb up the branches of the willow. The view from the top of a tall tree, it was lovely. But, there was danger waiting.  A good older sister and brother came to pick fireflies and tried to catch the disabled firefly. ""Dangerous!"" Having a firefly that can not move to save itself, a brave firefly jumped into the hand of a boy as a self-sacrifice.  But, they were kind-hearted children. They came to get fireflies for their sister who was unable to walk because of a lame foot. In the room where the light was turned off, fireflies shined brightly. This day, fireflies and the hearts of the children were in unison and spoke with each other.  ""Fireflies, come and see me again"" said the little disabled sister. From the children's window, they saw the hordes of fireflies that came lit up shining like an aurora.",['Drama'],"['Fantasy', 'Kids']"
833,"Mariko Rosebank leads a team of all-female anti-terrorist mercenaries, named C.A.T. This all-woman team is sent to guard a meeting of world leaders against a terrorist attack.",['Action'],"['Action', 'Mecha', 'Sci-Fi', 'Seinen', 'Super Power']"
834,A boy with a drawing book meets a mysterious girl in the streets of Tokyo. They become friends and enjoy each other's fantasies.,"['Music', 'Romance']",[]
835,"Featuring a modern-day odd couple, the naive virgin Kubota and the handsome charmer Hachisuka, who meet up by accident in a Middle Eastern desert and return to Japan to hustle their way through life. They start by getting involved in shady TV dealings, where they get jobs making fake docmentaries.","['Adventure', 'Seinen']","['Comedy', 'Seinen', 'Slice of Life']"
836,Old Japanese folk legends released on Japanese and English to teach Japanese children English.,"['Fantasy', 'Kids']",['Kids']
837,"The story centers on the Platonic Heart, a jewel that—according to an old urban legend—can grant any wish when collected. Only a chosen few are allowed to compete in the Platonic Heart hunt, and high school junior Aya Iseshima is one of 11 girls and women who are taking part.",['Action'],"['Comedy', 'School']"
838,"After Aoi Zip Formula was banned for one year from Cyber Formula racing due to cheating, Jotaro Kaga, alias Bleed Kaga, returns for the 17th Cyber Formula World Grand Prix. However his old car is no match for the returning champion Hayato Kazami, whose skill has improved tremendously, and his Nu-Asurada AKF-0. An old face, Kyoshiro Nagumo, appears suddenly to him and offers him the Ogre AN-21: a prototype to the Bio-Computer operated Al-Zard series created by the developers of the Asurada, and an ultimate racing machine that only a few can drive. Kaga must now master this car, confront his own inner demons and, most importantly, defeat his longtime rival Hayato in what is possibly Kaga's last and greatest Cyber Formula season.","['Drama', 'Sci-Fi', 'Shounen', 'Sports']","['Action', 'Seinen', 'Shounen', 'Sports', 'Super Power']"
839,"A foreign transfer student from the city arrives one day in a Japanese country town. Enchanted by his air of mystery, his classmates nickname him ""Matasaburou the Wind Imp"" after a local legend. Eventually they become friends and spend many days playing in the countryside. One windy day, Matasaburou returns to the city, leaving his classmates to speculate that he really was Matasaburou the Wind Imp and that he flew away on the wind.","['Fantasy', 'Kids', 'Slice of Life']","['Fantasy', 'Supernatural']"
840,"This series is made up of two seperate stories with a few overlapping characters. The first story, Omoide no Kanata e, is about Shogo and his current girlfriend Neo. Kanata, a former girlfriend of Shogo's shows up one day and causes Shogo and Neo to think about their current situations. The second story, Inori no Todoku Koro, is about girl called Inori and her boyfriend Isshu. They had made a promise to always go to the fireworks festival together, since that was the place that they orginally became a couple. This year, Isshu says he cannot attend because of his work so Inori goes alone and recalls the previous two years.","['Drama', 'Romance']","['Comedy', 'Drama', 'Romance', 'Seinen', 'Slice of Life']"
841,An educational OVA where the Shounen Tantei-dan (Detective Boys/The Junior Detective League) have to do a school research project in the library when they receive a mysterious email that leads them on an educational scavenger hunt. This OVA was released as a bundle with Shogakukan's (21st Century Children's Encyclopedia Science Museum 2nd Edition (WOW!)). It uses animated characters on top of live-action backgrounds.,"['Kids', 'Mystery', 'School']","['Comedy', 'Mystery', 'Seinen', 'Shounen', 'Super Power']"
842,"Whisked away to the land of Kyou, Akane learns that she is the Ryuujin no Miko, and meets the Hachiyou, her protectors. They must defeat Akuram, a demon who wants to destroy Kyou using the power of Azusa, a woman who has the power to absorb human energy. If Akane and the Hachiyou cannot defeat Akuram and bring peace to Kyou, Azusa'a power will destroy the humans.","['Adventure', 'Drama', 'Fantasy', 'Historical', 'Romance', 'Shoujo', 'Supernatural']","['Drama', 'Fantasy', 'Supernatural']"
843,"The OVA anime release Marriage consists of two 30-minute pieces by Miki Kasamatsu on the topics of love and looking for that special someone. The first deals with a group of young women who, after being out of school for a few years, are beginning to think about settling down. However, there is one member of the group who has no prospects, and Shizuka's friends are worried that her shyness will keep Mr. Right from noticing her beauty and character.  They persuade her to join a dating service called The Wedding Club, but when her first match seems to be quite a dud, Shizuka wonders if a trip down the isle just isn't in her future. The second episode is about five sisters, only one of whom isn't married. What's more, the cool Kiyomi seems to have no interest whatsoever in finding a husband. Her sisters have other ideas, though, and when a co-worker asks her out on a date, the women convince the suitor to propose marriage that very night.This is easier said than done, however, as Kiyomi's attitude can be quite intimidating.  The young man may not end up following through with the plan, but even if he does there is no guarantee that the headstrong lady in question will say yes.","['Romance', 'Slice of Life']","['Comedy', 'Romance', 'Seinen', 'Slice of Life']"
844,"Yama Rikudo is not your average teenage girl. With her trademark duo horn-like tufted hair, she’s really a kind of demon policewoman, charged with the duty of protecting Japan from demonic monsters that’ve gone AWOL. Even when her demon superiors try and pull her off the job, because demon-human relations are getting too hot for her to handle, she will stay and fight with her giant scythe, because, while disguised as a high school student, she has fallen for fellow student Sho Kurogane. Now she must save Sho, and his friends, from the evil plotting of the school’s eternal youth seeking, soul sucking, Headmistress.",['Supernatural'],"['Action', 'Comedy', 'Seinen', 'Shounen', 'Super Power', 'Supernatural']"
845,"Nobumasa is a boy who works part-time in a shoe store, where he meets Mizuki, a girl whose abusive family life has left her unable to trust other people. Meanwhile, Nobumasa is unaware that another girl, Seiko, has a crush on him but is unable to express her feelings.","['Drama', 'Romance']","['Drama', 'Romance', 'Seinen']"
846,"Story begins as Momiji's chastity is taken by Kazuto. We learn that Momiji is a girl without a will of her own, while Kazuto is the son of a wealthy and influential family. Kazuto took an interest in Momiji when he saw her at school, and he went out of his way to get her to come live in his house as a maid.",['School'],"['Comedy', 'Drama', 'Romance', 'Seinen', 'Slice of Life']"
847,"It consists of two parts:  1. ""The Storm-Calling School Festival"" - Char and Haman host a festival to celebrate the union between the Nu School for Boys and the Zeta School for Girls. But all hell breaks loose when the Counterattack School gang - led by Amuro, Judau and Kamille - rush in to crash the party.  2. ""The Tale of the SD Warring States: The Chapter of the Violent Final Sky Castle"".","['Comedy', 'Mecha']","['Action', 'Seinen', 'Shounen', 'Super Power']"
848,"Musashi had come back to his village again. He had lost his memory about the four princesses who had been his childhood friends, and also forgot that he had sexual intercourse with them. Though he lost his memory, the village and his grand mother's house made him regain familiarity. He was welcomed at his grandmother's home, and met a girl named Tamamo. She said she was his childhood friend, but he couldn't recall her at all. At night, he was lured by a strange smell, and did things with Tamamo. However it was the beginning of the plot of a person who wanted to get revenge on the village leader using Musashi.","['Fantasy', 'Supernatural']","['Drama', 'Seinen', 'Supernatural']"
849,"The miracle happens again... in another country -  The son of an Englishman and a Japanese woman, our main character is Shin'ya. Having grown up in his father's native land, he wanted to visit the homeland of his mother, who died when he was young. White snow covers the town of Kuramachi. His other hometown, the last trace of his mother. That is where his father and mother met and were married. And the time comes when Shin'ya's wish is granted. His aunt Miyu says she'll look after him at her church..  In his mother's hometown, Shin'ya injures his leg and goes to a clinic. As Shin'ya stays in the small, snow-covered town, waiting for his leg to heal, he encounters various young women. His encounter with the girl in the clinic who likes to read, Narumi, becomes one he'll never forget...","['Drama', 'Romance']","['Drama', 'Historical', 'Seinen']"
850,"When Kumi and her friends play around with a witchboard, they accidentally summon a malevolent ghost. The ghost possesses the girls, using them to steal people's sexual energy. Soon, Kumi is no longer acting on her own freewill and is unconsciously seeking sex with men. Frightened, Kumi seeks the council of an exorcist, Mia Kakuta. Meanwhile, a rapist with other-worldly powers is on the loose. When exorcist Mia investigates, she finds a man with an insatiable sexual appetite looking to fulfill his lust in death that he couldn't in life.",['Supernatural'],"['Comedy', 'Seinen', 'Shounen', 'Super Power', 'Supernatural']"
851,"My-Otome Zwei takes place one year after the events of My-Otome. Arika is now a full-fledged Otome (though still under the tutelage of Miss Maria) and Nagi is incarcerated in a prison somewhere in Aries. The various nations are at peace with one another and plan to hold S.O.L.T. (Strategic Otome Limitation Talks) to discuss limiting the numbers of Otome.  A mission to destroy a meteor threatening to collide with Earl sets into motion a chain of events which result in a mysterious shadowy figure attacking Garderobe and several Otome as well as a new, more powerful version of Slave appearing across the planet. To make matters worse, Queen Mashiro disappears following an argument with Arika. The series follows Arika's search for Mashiro as well as Garderobe's attempts to uncover the truth behind the shadowy figure.",['Action'],"['Action', 'Adventure', 'Sci-Fi', 'Shounen', 'Super Power']"
852,"In the future (subsequent to the events of the television series) Kate, Rose, Rachel and Claire divide their immortal lives between study and vigilantism. Their past link to the red garden on Roosevelt Island comes back to haunt them after mysterious transfer students Louise and Edgar seek out their friendship.","['Mecha', 'Mystery']","['Drama', 'Fantasy', 'Seinen', 'Super Power', 'Supernatural']"
853,"Makimura Koutarou has made up his mind: during the summer vacation, he is going to confess his love to the seemingly unapproachable Serizawa Kaho. Yet, on the night before, he has a run-in with a strange girl - an encounter which propels him into the future. There, he learns that not only has Kaho-chan become his girlfriend, but she has also died in a tragic accident. Returning to his own time, Koutarou sets out to change the future and save his love.","['Drama', 'Romance', 'Sci-Fi']","['Comedy', 'Drama', 'Romance', 'Seinen']"
854,"The fearsome warrior Taishaku-ten rebelled against the world-ruling gods three hundred years ago and began his own oppressive reign. His dominion remained unchecked for years—until one day, the blind prophet Kuyou prophesied that warriors known as the Six Stars and a child of the vanished race called Ashura would defeat Taishaku-ten.  Ashura, marked by his pointed ears and golden eyes; Yasha-ou, a robust warrior; and four other Stars prepare to challenge Taishaku-ten. In order to do so, they must journey across tarnished landscapes and battle monstrous demons that have plagued the land. But as the wheels of fate turn, Ashura and Yasha-ou must find the sixth Star before it is too late.","['Adventure', 'Drama', 'Fantasy']","['Action', 'Adventure', 'Fantasy', 'Historical']"
855,"When Musashi returns to his childhood home, he rekindles friendships with four beautiful young women from his youth that he'd totally forgotten about. Hidden desires give way to supernatural secrets, though, as Musashi discovers that the village he remembers hides a terrible secret that he never even imagined. Can love really conquer all?","['Fantasy', 'Supernatural']","['Drama', 'Romance', 'Seinen', 'Supernatural']"
856,"There is an ancient legend that says if a tattoo is drawn to perfection, it will come to life. Reiko Kure is a female detective with a strange massacre on her hands. Some kind of huge animal savagely murdered thirteen members of the mafia, and only the quiet Ema Nozomi was left at the scene. Ema is taken into protective custody. However, every man left with her is killed, and every woman left with her is raped. There are no clues, except the innocent Ema's strange tattoo, perfectly depicting a demon.",['Supernatural'],"['Drama', 'Mystery', 'Seinen', 'Super Power', 'Supernatural']"
857,"Serious and generous, but a bit shy, Yuudai has been unsuccessful with the opposite gender. Chizuru is an energetic and cheerful girl, but when it comes to boyfriends, she's been unlucky and clumsy, and never had a steady relationship. This is the first Christmas the couple spends together. Chizuru loves animals and Yuudai plans to give her a rabbit in a box, but it turns out to be... a mini donkey?! As the funny creature escapes, Chizuru goes after it, and Yuudai loses sight of them both!  The time that should have been spent together... The important feeling that should have been revealed... Small, but precious things that tend to be buried in every day life. What answer will the two youngsters find while separated from each other?  Yuudai and Chizuru—their feelings and the time they spent far from each other are delicately unfolded in this double-sided pure love story told from two different perspectives!","['Romance', 'Slice of Life']","['Comedy', 'Drama', 'Romance', 'Seinen', 'Slice of Life']"
858,"Being asked to work as a voice actress at a game company might not be so bad, unless you are Kanna Aoyagi. On her 16th birthday, her older sister Yayoi guilts Kanna into doing voice work for her at Blue March, a game company that specializes in eroge: erotic games with lots of sexual content.  Sweet and innocent, Kanna has no idea how she can possibly succeed at such an occupation when she has no sexual experience. But as she plays eroge for research, uses her vivid imagination, and receives unorthodox help from her coworkers, Kanna slowly becomes more comfortable with her new, embarrassing profession.","['Comedy', 'Seinen']","['Comedy', 'Seinen', 'Slice of Life']"
859,"Kouta is the school's idol loved by all—his teacher and his fellow students. Well, at least the one teacher and three students we see—who are all girls. Actually, they don't actually ""love"" him all that much; they just want to screw his brain out.",['School'],"['Comedy', 'School', 'Seinen', 'Slice of Life']"
860,"Al lives in the Town of Demons, Cornelica where succubi also live. At his side is the succubus, Lily, who protects him. He lives his everyday life with Lily protecting him from other succubus who are after his cum.  As an apology for all that has happened to him until now, Arune invites him to a feast. The feast is held at the tavern and is exquisite, but it was another trap, and he is assaulted by Arune and Rosary. Everyone looking on, the real feast begins.  Lily and Shirara come to rescue Al. Shirara says that she’s just nursing him as she pushes her breasts against him, causing Lily’s jealousy to explode. They fight each over Al, as the feast is filled with milk, love juices, and the dirty sounds of the succubi.  Will he actually survive in this town…?",['Supernatural'],"['Comedy', 'Drama', 'Fantasy', 'Seinen', 'Supernatural']"
861,"After a strange hostage-taking case, SWAT officer Linda and her friend Mary, who works at the CSI division, discover that the perpetrator has contracted a mutated rabies virus from the hostage's dog, which is now on the loose. Soon, the city is flooded with people turned to freaks by the decease, and to their horror, Linda and Mary's mutual friend Kata, a stripper at the local night club, appears to have been bitten by the stray dog, too...","['Sci-Fi', 'Supernatural']","['Mystery', 'Seinen', 'Super Power', 'Supernatural']"
862,"It's now back and is more extreme than ever. He pretends to be the resident manager Kato, and humiliates the girls in the dormitory. Shusaku is a lunatic. He couldn't finish his fiendish plan because Eri Takabe has insight into his plan. But, Shusaku's madness is not over. His deep revenge restarts the girl's nightmare. The sequence of the old man's masochism begins. The beautiful girls are puzzled and amazed. Again tonight... it's a man's showtime.",['School'],"['Comedy', 'Drama', 'Seinen', 'Shounen', 'Supernatural']"
863,"Sometime in the distant future, Kurumi, Saki and Karinka share an apartment with another girl named Excelia. One day, after school, Kurumi tells everyone that she is in love with a man she met named Michihito Kagura, but she doesn't know when she will see him again.","['Drama', 'Romance', 'Sci-Fi']","['Drama', 'Romance', 'School', 'Seinen']"
864,"Siblings Aki and Sora Aoi have been in a secret relationship ever since they confessed their feelings to each other on a rainy day. Sora's twin sister Nami—unaware that his affections lie elsewhere—decides to have him join the Fashion Research Club at school in an attempt to set him up with their classmate, Kana Sumiya.  However, Nami's actions mask painful truths. While her motives appear like those of a good sister trying to help her brother finally get a girlfriend, she is harboring secret, forbidden feelings of her own.","['Romance', 'Seinen']","['Drama', 'Romance', 'School', 'Seinen']"
865,"Tomoya Mikami's life changed one day when his girlfriend Ayaka was hit by a car and killed on her way to meet Tomoya. He blamed himself for her death and never was the same after the accident. He began acting callously towards Yue and his other friends. Furthermore, every time Tomoya gets involved with a new girl, he sees images of Ayaka in his dreams. He decides he needs to find a way to say goodbye to his lost love once and for all, while dealing with several side romances at the same time.","['Drama', 'Romance']","['Drama', 'Romance', 'Seinen']"
866,"After Sakura Mizukami shows up at the Kazama household to ask for a favor, Kenji Kazama and his sister Noe end up unwillingly participating in a footrace at the local shrine. Intent on winning the prize—spring water that only appears once per year—Sakura recruited the Kazama siblings to guarantee her victory. But when Sakura's clubmates, Chitose Karasuyama and Roka Shibasaki, enter the race as well, the girls' competitive energy is unleashed and the contest immediately develops into an all out battle where no victor is certain. What's more, Noe, fed up with Sakura's constant teasing, has no interest in helping her win, and the battle rages not only on the field, but between the divided team members.","['Comedy', 'Seinen']","['Action', 'Comedy', 'Shounen']"
